# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
  STN,YYYYMMDD,   HH,   DD,   FH
  235,20220701,    7,  240,   60
  235,20220701,    8,  240,   70
  235,20220701,    9,  240,   70
  235,20220701,   10,  240,   70
  235,20220701,   11,  240,   80
  235,20220701,   12,  240,   80
  235,20220701,   13,  230,   80
  235,20220701,   14,  230,   90
  235,20220701,   15,  230,   90
  235,20220701,   16,  230,   90
  235,20220701,   17,  230,   80
  235,20220701,   18,  230,   70
  235,20220701,   19,  210,   70
  235,20220701,   20,  220,   60
  235,20220701,   21,  210,   50
  235,20220701,   22,  220,   50
  235,20220701,   23,  220,   50
  235,20220701,   24,  220,   50
  235,20220702,    1,  210,   60
  235,20220702,    2,  210,   50
  235,20220702,    3,  190,   40
  235,20220702,    4,  210,   40
  235,20220702,    5,  220,   50
  235,20220702,    6,  220,   60
  235,20220702,    7,  220,   70
  235,20220702,    8,  220,   80
  235,20220702,    9,  230,   70
  235,20220702,   10,  220,   70
  235,20220702,   11,  220,   70
  235,20220702,   12,  230,   60
  235,20220702,   13,  240,   60
  235,20220702,   14,  220,   60
  235,20220702,   15,  220,   60
  235,20220702,   16,  220,   50
  235,20220702,   17,  220,   50
  235,20220702,   18,  210,   40
  235,20220702,   19,  210,   30
  235,20220702,   20,  190,   30
  235,20220702,   21,  160,   20
  235,20220702,   22,  150,   20
  235,20220702,   23,  170,   20
  235,20220702,   24,  180,   20
  235,20220703,    1,  210,   20
  235,20220703,    2,  200,   30
  235,20220703,    3,  220,   20
  235,20220703,    4,  190,   20
  235,20220703,    5,  200,   20
  235,20220703,    6,  240,   40
  235,20220703,    7,  270,   40
  235,20220703,    8,  280,   50
  235,20220703,    9,  260,   50
  235,20220703,   10,  250,   50
  235,20220703,   11,  250,   40
  235,20220703,   12,  250,   50
  235,20220703,   13,  260,   50
  235,20220703,   14,  270,   60
  235,20220703,   15,  280,   60
  235,20220703,   16,  270,   60
  235,20220703,   17,  300,   50
  235,20220703,   18,  290,   40
  235,20220703,   19,  270,   40
  235,20220703,   20,  270,   40
  235,20220703,   21,  260,   30
  235,20220703,   22,  250,   20
  235,20220703,   23,  230,   20
  235,20220703,   24,  180,   20
  235,20220704,    1,  220,   20
  235,20220704,    2,  250,   30
  235,20220704,    3,  260,   40
  235,20220704,    4,  270,   30
  235,20220704,    5,  280,   40
  235,20220704,    6,  260,   40
  235,20220704,    7,  260,   50
  235,20220704,    8,  270,   50
  235,20220704,    9,  270,   60
  235,20220704,   10,  250,   60
  235,20220704,   11,  250,   70
  235,20220704,   12,  250,   70
  235,20220704,   13,  250,   70
  235,20220704,   14,  250,   70
  235,20220704,   15,  250,   60
  235,20220704,   16,  250,   60
  235,20220704,   17,  270,   60
  235,20220704,   18,  270,   60
  235,20220704,   19,  260,   50
  235,20220704,   20,  270,   40
  235,20220704,   21,  260,   20
  235,20220704,   22,  270,   20
  235,20220704,   23,  260,   20
  235,20220704,   24,  260,   30
  235,20220705,    1,  260,   30
  235,20220705,    2,  260,   40
  235,20220705,    3,  280,   40
  235,20220705,    4,  270,   40
  235,20220705,    5,  280,   40
  235,20220705,    6,  280,   50
  235,20220705,    7,  280,   50
  235,20220705,    8,  260,   60
  235,20220705,    9,  270,   60
  235,20220705,   10,  270,   60
  235,20220705,   11,  270,   60
  235,20220705,   12,  280,   50
  235,20220705,   13,  280,   50
  235,20220705,   14,  290,   50
  235,20220705,   15,  300,   60
  235,20220705,   16,  290,   60
  235,20220705,   17,  290,   60
  235,20220705,   18,  310,   50
  235,20220705,   19,  320,   50
  235,20220705,   20,  320,   50
  235,20220705,   21,  320,   30
  235,20220705,   22,  320,   30
  235,20220705,   23,  300,   30
  235,20220705,   24,  310,   30
  235,20220706,    1,  300,   40
  235,20220706,    2,  320,   40
  235,20220706,    3,  310,   30
  235,20220706,    4,  310,   30
  235,20220706,    5,  300,   30
  235,20220706,    6,  290,   30
  235,20220706,    7,  280,   40
  235,20220706,    8,  270,   50
  235,20220706,    9,  250,   50
  235,20220706,   10,  250,   60
  235,20220706,   11,  240,   70
  235,20220706,   12,  240,   80
  235,20220706,   13,  240,   90
  235,20220706,   14,  250,   80
  235,20220706,   15,  250,   80
  235,20220706,   16,  250,   60
  235,20220706,   17,  250,   70
  235,20220706,   18,  250,   70
  235,20220706,   19,  250,   70
  235,20220706,   20,  240,   70
  235,20220706,   21,  240,   60
  235,20220706,   22,  250,   70
  235,20220706,   23,  270,   80
  235,20220706,   24,  270,   80
  235,20220707,    1,  280,   80
  235,20220707,    2,  300,   80
  235,20220707,    3,  310,   70
  235,20220707,    4,  310,   80
  235,20220707,    5,  320,   70
  235,20220707,    6,  320,   80
  235,20220707,    7,  320,   80
  235,20220707,    8,  320,   70
  235,20220707,    9,  330,   70
  235,20220707,   10,  340,   70
  235,20220707,   11,  340,   80
  235,20220707,   12,  350,   70
  235,20220707,   13,  330,   70
  235,20220707,   14,  340,   60
  235,20220707,   15,  340,   60
  235,20220707,   16,  330,   60
  235,20220707,   17,  340,   50
  235,20220707,   18,  330,   50
  235,20220707,   19,  320,   50
  235,20220707,   20,  320,   50
  235,20220707,   21,  340,   40
  235,20220707,   22,  340,   30
  235,20220707,   23,  330,   40
  235,20220707,   24,  310,   30
  235,20220708,    1,  300,   30
  235,20220708,    2,  290,   30
  235,20220708,    3,  290,   30
  235,20220708,    4,  290,   40
  235,20220708,    5,  300,   40
  235,20220708,    6,  280,   30
  235,20220708,    7,  280,   50
  235,20220708,    8,  260,   60
  235,20220708,    9,  260,   70
  235,20220708,   10,  270,   60
  235,20220708,   11,  270,   60
  235,20220708,   12,  270,   60
  235,20220708,   13,  270,   60
  235,20220708,   14,  270,   60
  235,20220708,   15,  260,   60
  235,20220708,   16,  280,   50
  235,20220708,   17,  280,   40
  235,20220708,   18,  280,   40
  235,20220708,   19,  280,   30
  235,20220708,   20,  260,   30
  235,20220708,   21,  260,   30
  235,20220708,   22,  250,   30
  235,20220708,   23,  260,   30
  235,20220708,   24,  270,   30
  235,20220709,    1,  290,   40
  235,20220709,    2,  300,   30
  235,20220709,    3,  270,   20
  235,20220709,    4,  270,   20
  235,20220709,    5,  310,   30
  235,20220709,    6,  320,   40
  235,20220709,    7,  320,   40
  235,20220709,    8,  310,   40
  235,20220709,    9,  320,   50
  235,20220709,   10,  320,   60
  235,20220709,   11,   10,   50
  235,20220709,   12,   10,   60
  235,20220709,   13,   10,   60
  235,20220709,   14,  340,   60
  235,20220709,   15,  330,   70
  235,20220709,   16,  330,   60
  235,20220709,   17,  320,   60
  235,20220709,   18,  330,   60
  235,20220709,   19,  330,   60
  235,20220709,   20,  340,   50
  235,20220709,   21,  340,   40
  235,20220709,   22,  340,   30
  235,20220709,   23,  330,   30
  235,20220709,   24,  330,   40
  235,20220710,    1,  330,   30
  235,20220710,    2,  330,   30
  235,20220710,    3,  320,   40
  235,20220710,    4,  320,   40
  235,20220710,    5,  310,   50
  235,20220710,    6,  310,   50
  235,20220710,    7,  300,   60
  235,20220710,    8,  290,   50
  235,20220710,    9,  280,   50
  235,20220710,   10,  270,   60
  235,20220710,   11,  270,   60
  235,20220710,   12,  280,   60
  235,20220710,   13,  270,   60
  235,20220710,   14,  270,   60
  235,20220710,   15,  280,   60
  235,20220710,   16,  310,   50
  235,20220710,   17,  310,   50
  235,20220710,   18,  310,   50
  235,20220710,   19,  330,   50
  235,20220710,   20,  350,   40
  235,20220710,   21,  340,   30
  235,20220710,   22,  350,   30
  235,20220710,   23,  350,   30
  235,20220710,   24,  350,   20
  235,20220711,    1,  340,   20
  235,20220711,    2,  340,   20
  235,20220711,    3,  320,   20
  235,20220711,    4,  330,   30
  235,20220711,    5,  330,   30
  235,20220711,    6,  330,   30
  235,20220711,    7,  360,   30
  235,20220711,    8,  350,   30
  235,20220711,    9,  360,   30
  235,20220711,   10,  350,   20
  235,20220711,   11,  310,   20
  235,20220711,   12,  310,   20
  235,20220711,   13,  350,   30
  235,20220711,   14,   40,   20
  235,20220711,   15,   70,   30
  235,20220711,   16,   70,   30
  235,20220711,   17,   70,   30
  235,20220711,   18,   50,   20
  235,20220711,   19,   70,   30
  235,20220711,   20,   80,   30
  235,20220711,   21,  110,   30
  235,20220711,   22,  140,   20
  235,20220711,   23,  150,   20
  235,20220711,   24,  160,   20
  235,20220712,    1,  140,   10
  235,20220712,    2,  130,   20
  235,20220712,    3,  150,   20
  235,20220712,    4,  180,   10
  235,20220712,    5,  190,   20
  235,20220712,    6,  180,   30
  235,20220712,    7,  190,   40
  235,20220712,    8,  200,   50
  235,20220712,    9,  220,   60
  235,20220712,   10,  220,   70
  235,20220712,   11,  230,   70
  235,20220712,   12,  230,   70
  235,20220712,   13,  230,   70
  235,20220712,   14,  240,   60
  235,20220712,   15,  240,   60
  235,20220712,   16,  240,   50
  235,20220712,   17,  210,   40
  235,20220712,   18,  230,   30
  235,20220712,   19,  210,   20
  235,20220712,   20,  160,   10
  235,20220712,   21,  160,   20
  235,20220712,   22,  170,   20
  235,20220712,   23,  170,   20
  235,20220712,   24,  210,   40
  235,20220713,    1,  220,   40
  235,20220713,    2,  220,   40
  235,20220713,    3,  230,   40
  235,20220713,    4,  240,   40
  235,20220713,    5,  260,   30
  235,20220713,    6,  280,   30
  235,20220713,    7,  330,   20
  235,20220713,    8,  310,   20
  235,20220713,    9,  330,   40
  235,20220713,   10,  320,   50
  235,20220713,   11,  320,   50
  235,20220713,   12,  350,   50
  235,20220713,   13,  330,   60
  235,20220713,   14,  340,   60
  235,20220713,   15,  320,   60
  235,20220713,   16,  330,   50
  235,20220713,   17,  330,   50
  235,20220713,   18,  340,   40
  235,20220713,   19,  360,   40
  235,20220713,   20,  360,   30
  235,20220713,   21,   20,   20
  235,20220713,   22,  340,   20
  235,20220713,   23,  350,   10
  235,20220713,   24,  300,   10
  235,20220714,    1,  300,   10
  235,20220714,    2,  220,   10
  235,20220714,    3,  220,   10
  235,20220714,    4,  210,   10
  235,20220714,    5,  290,   10
  235,20220714,    6,  300,   20
  235,20220714,    7,  320,   30
  235,20220714,    8,  330,   30
  235,20220714,    9,  330,   30
  235,20220714,   10,  300,   30
  235,20220714,   11,  290,   40
  235,20220714,   12,  280,   40
  235,20220714,   13,  280,   50
  235,20220714,   14,  300,   60
  235,20220714,   15,  320,   70
  235,20220714,   16,  330,   60
  235,20220714,   17,  330,   60
  235,20220714,   18,  320,   60
  235,20220714,   19,  330,   50
  235,20220714,   20,  340,   40
  235,20220714,   21,  340,   30
  235,20220714,   22,  320,   30
  235,20220714,   23,  310,   30
  235,20220714,   24,  330,   30
  235,20220715,    1,  340,   30
  235,20220715,    2,  330,   30
  235,20220715,    3,  340,   10
  235,20220715,    4,  260,   10
  235,20220715,    5,  310,   10
  235,20220715,    6,  300,   20
  235,20220715,    7,  260,   30
  235,20220715,    8,  250,   40
  235,20220715,    9,  250,   50
  235,20220715,   10,  250,   60
  235,20220715,   11,  240,   60
  235,20220715,   12,  250,   60
  235,20220715,   13,  250,   70
  235,20220715,   14,  250,   70
  235,20220715,   15,  270,   70
  235,20220715,   16,  270,   60
  235,20220715,   17,  260,   50
  235,20220715,   18,  250,   50
  235,20220715,   19,  240,   50
  235,20220715,   20,  240,   60
  235,20220715,   21,  240,   60
  235,20220715,   22,  250,   60
  235,20220715,   23,  260,   60
  235,20220715,   24,  300,   60
  235,20220716,    1,  340,   50
  235,20220716,    2,  340,   40
  235,20220716,    3,  340,   30
  235,20220716,    4,  340,   40
  235,20220716,    5,  340,   40
  235,20220716,    6,  340,   40
  235,20220716,    7,  330,   50
  235,20220716,    8,  320,   50
  235,20220716,    9,  340,   50
  235,20220716,   10,  320,   50
  235,20220716,   11,  310,   50
  235,20220716,   12,  320,   50
  235,20220716,   13,  320,   50
  235,20220716,   14,  310,   50
  235,20220716,   15,  310,   50
  235,20220716,   16,  310,   50
  235,20220716,   17,  300,   40
  235,20220716,   18,  320,   30
  235,20220716,   19,  340,   30
  235,20220716,   20,   10,   20
  235,20220716,   21,   10,   20
  235,20220716,   22,  280,   10
  235,20220716,   23,  360,   10
  235,20220716,   24,  250,   10
  235,20220717,    1,  180,   10
  235,20220717,    2,  250,   10
  235,20220717,    3,  190,   10
  235,20220717,    4,  210,   10
  235,20220717,    5,  170,   10
  235,20220717,    6,  180,   10
  235,20220717,    7,  180,   20
  235,20220717,    8,  210,   30
  235,20220717,    9,  210,   20
  235,20220717,   10,  270,   30
  235,20220717,   11,  260,   40
  235,20220717,   12,  260,   40
  235,20220717,   13,  230,   40
  235,20220717,   14,  260,   40
  235,20220717,   15,  260,   40
  235,20220717,   16,  260,   20
  235,20220717,   17,   80,   20
  235,20220717,   18,   90,   20
  235,20220717,   19,  100,   20
  235,20220717,   20,  230,   20
  235,20220717,   21,  260,   10
  235,20220717,   22,  200,   10
  235,20220717,   23,  160,   10
  235,20220717,   24,  150,   20
  235,20220718,    1,  150,   20
  235,20220718,    2,  160,   30
  235,20220718,    3,  170,   20
  235,20220718,    4,  190,   30
  235,20220718,    5,  170,   30
  235,20220718,    6,  180,   30
  235,20220718,    7,  190,   30
  235,20220718,    8,  200,   40
  235,20220718,    9,  220,   40
  235,20220718,   10,  220,   40
  235,20220718,   11,  230,   50
  235,20220718,   12,  240,   50
  235,20220718,   13,  250,   40
  235,20220718,   14,  230,   40
  235,20220718,   15,  240,   50
  235,20220718,   16,  240,   40
  235,20220718,   17,  240,   30
  235,20220718,   18,  220,   20
  235,20220718,   19,  210,   10
  235,20220718,   20,  150,   10
  235,20220718,   21,  120,   10
  235,20220718,   22,  150,   10
  235,20220718,   23,  190,   10
  235,20220718,   24,  100,   10
  235,20220719,    1,  140,   10
  235,20220719,    2,  110,   10
  235,20220719,    3,  140,   10
  235,20220719,    4,  140,   10
  235,20220719,    5,  140,   20
  235,20220719,    6,  120,   20
  235,20220719,    7,  130,   20
  235,20220719,    8,  140,   30
  235,20220719,    9,  120,   30
  235,20220719,   10,  140,   40
  235,20220719,   11,  140,   50
  235,20220719,   12,  170,   50
  235,20220719,   13,  150,   60
  235,20220719,   14,  160,   50
  235,20220719,   15,  150,   50
  235,20220719,   16,  150,   40
  235,20220719,   17,  110,   40
  235,20220719,   18,   80,   30
  235,20220719,   19,   90,   30
  235,20220719,   20,   90,   30
  235,20220719,   21,  100,   30
  235,20220719,   22,  100,   30
  235,20220719,   23,  110,   30
  235,20220719,   24,  110,   30
  235,20220720,    1,  140,   40
  235,20220720,    2,  150,   30
  235,20220720,    3,  180,   30
  235,20220720,    4,  210,   40
  235,20220720,    5,  220,   60
  235,20220720,    6,  230,   60
  235,20220720,    7,  240,   60
  235,20220720,    8,  230,   80
  235,20220720,    9,  230,  100
  235,20220720,   10,  250,   90
  235,20220720,   11,  230,   80
  235,20220720,   12,  230,   80
  235,20220720,   13,  210,   70
  235,20220720,   14,  210,   80
  235,20220720,   15,  210,   80
  235,20220720,   16,  230,   80
  235,20220720,   17,  220,   70
  235,20220720,   18,  210,   70
  235,20220720,   19,  210,   60
  235,20220720,   20,  220,   50
  235,20220720,   21,  210,   40
  235,20220720,   22,  230,   40
  235,20220720,   23,  230,   40
  235,20220720,   24,  210,   40
  235,20220721,    1,  230,   40
  235,20220721,    2,  210,   40
  235,20220721,    3,  220,   40
  235,20220721,    4,  250,   30
  235,20220721,    5,  260,   30
  235,20220721,    6,  250,   30
  235,20220721,    7,  270,   40
  235,20220721,    8,  280,   40
  235,20220721,    9,  280,   30
  235,20220721,   10,  280,   20
  235,20220721,   11,  310,   20
  235,20220721,   12,  310,   20
  235,20220721,   13,  320,   30
  235,20220721,   14,  350,   60
  235,20220721,   15,  340,   60
  235,20220721,   16,  350,   50
  235,20220721,   17,  350,   50
  235,20220721,   18,  340,   50
  235,20220721,   19,  330,   40
  235,20220721,   20,  340,   40
  235,20220721,   21,  340,   40
  235,20220721,   22,  340,   30
  235,20220721,   23,  340,   30
  235,20220721,   24,  320,   30
  235,20220722,    1,  330,   30
  235,20220722,    2,  330,   30
  235,20220722,    3,  310,   30
  235,20220722,    4,  340,   30
  235,20220722,    5,  340,   20
  235,20220722,    6,  360,   20
  235,20220722,    7,  360,   20
  235,20220722,    8,  320,   30
  235,20220722,    9,  350,   30
  235,20220722,   10,  340,   20
  235,20220722,   11,  310,   20
  235,20220722,   12,  310,   20
  235,20220722,   13,  300,   30
  235,20220722,   14,  300,   30
  235,20220722,   15,  310,   30
  235,20220722,   16,  310,   30
  235,20220722,   17,  330,   30
  235,20220722,   18,  330,   30
  235,20220722,   19,  350,   20
  235,20220722,   20,  330,   20
  235,20220722,   21,  360,   10
  235,20220722,   22,  330,   10
  235,20220722,   23,  330,   10
  235,20220722,   24,  340,   10
  235,20220723,    1,  990,   10
  235,20220723,    2,    0,   10
  235,20220723,    3,  260,   10
  235,20220723,    4,  330,   10
  235,20220723,    5,  310,   10
  235,20220723,    6,  310,   10
  235,20220723,    7,  310,   20
  235,20220723,    8,  310,   20
  235,20220723,    9,  280,   20
  235,20220723,   10,  310,   20
  235,20220723,   11,  260,   30
  235,20220723,   12,  220,   30
  235,20220723,   13,  250,   20
  235,20220723,   14,  270,   40
  235,20220723,   15,  260,   30
  235,20220723,   16,  260,   30
  235,20220723,   17,   80,   20
  235,20220723,   18,   90,   20
  235,20220723,   19,  200,   20
  235,20220723,   20,  140,   30
  235,20220723,   21,  150,   20
  235,20220723,   22,  170,   20
  235,20220723,   23,  170,   30
  235,20220723,   24,  170,   30
  235,20220724,    1,  180,   30
  235,20220724,    2,  200,   30
  235,20220724,    3,  210,   40
  235,20220724,    4,  200,   40
  235,20220724,    5,  190,   40
  235,20220724,    6,  210,   50
  235,20220724,    7,  220,   70
  235,20220724,    8,  220,   90
  235,20220724,    9,  220,   90
  235,20220724,   10,  220,  100
  235,20220724,   11,  210,  100
  235,20220724,   12,  220,  100
  235,20220724,   13,  210,  100
  235,20220724,   14,  210,  100
  235,20220724,   15,  210,   90
  235,20220724,   16,  230,   80
  235,20220724,   17,  230,   60
  235,20220724,   18,  220,   50
  235,20220724,   19,  210,   40
  235,20220724,   20,  190,   40
  235,20220724,   21,  190,   30
  235,20220724,   22,  170,   20
  235,20220724,   23,  190,   20
  235,20220724,   24,  200,   20
  235,20220725,    1,  180,   30
  235,20220725,    2,  170,   20
  235,20220725,    3,  210,   20
  235,20220725,    4,  210,   20
  235,20220725,    5,  230,   30
  235,20220725,    6,  250,   50
  235,20220725,    7,  240,   60
  235,20220725,    8,  240,   60
  235,20220725,    9,  240,   80
  235,20220725,   10,  240,   90
  235,20220725,   11,  240,  100
  235,20220725,   12,  230,  110
  235,20220725,   13,  230,  110
  235,20220725,   14,  230,  110
  235,20220725,   15,  240,  100
  235,20220725,   16,  230,  100
  235,20220725,   17,  230,   90
  235,20220725,   18,  240,   90
  235,20220725,   19,  240,   80
  235,20220725,   20,  250,   80
  235,20220725,   21,  260,   70
  235,20220725,   22,  260,   50
  235,20220725,   23,  260,   50
  235,20220725,   24,  290,   60
  235,20220726,    1,  310,   50
  235,20220726,    2,  340,   40
  235,20220726,    3,  340,   30
  235,20220726,    4,  340,   40
  235,20220726,    5,  340,   40
  235,20220726,    6,  350,   40
  235,20220726,    7,  340,   40
  235,20220726,    8,  350,   50
  235,20220726,    9,  340,   50
  235,20220726,   10,  330,   50
  235,20220726,   11,  330,   50
  235,20220726,   12,  340,   50
  235,20220726,   13,  330,   50
  235,20220726,   14,  320,   50
  235,20220726,   15,  330,   60
  235,20220726,   16,  320,   50
  235,20220726,   17,  310,   50
  235,20220726,   18,  320,   50
  235,20220726,   19,  320,   40
  235,20220726,   20,  320,   40
  235,20220726,   21,  350,   30
  235,20220726,   22,  330,   30
  235,20220726,   23,  330,   20
  235,20220726,   24,  330,   20
  235,20220727,    1,  340,   30
  235,20220727,    2,  340,   30
  235,20220727,    3,  330,   30
  235,20220727,    4,  340,   30
  235,20220727,    5,  330,   20
  235,20220727,    6,  340,   20
  235,20220727,    7,  360,   30
  235,20220727,    8,  340,   20
  235,20220727,    9,  360,   40
  235,20220727,   10,   10,   40
  235,20220727,   11,  330,   40
  235,20220727,   12,  310,   50
  235,20220727,   13,   10,   40
  235,20220727,   14,   10,   40
  235,20220727,   15,   40,   50
  235,20220727,   16,   20,   40
  235,20220727,   17,   20,   40
  235,20220727,   18,   30,   40
  235,20220727,   19,   20,   40
  235,20220727,   20,   10,   30
  235,20220727,   21,   50,   30
  235,20220727,   22,   50,   40
  235,20220727,   23,   60,   40
  235,20220727,   24,  130,   30
  235,20220728,    1,  110,   30
  235,20220728,    2,  100,   30
  235,20220728,    3,  110,   30
  235,20220728,    4,  120,   20
  235,20220728,    5,  100,   30
  235,20220728,    6,  100,   30
  235,20220728,    7,  100,   40
  235,20220728,    8,   80,   40
  235,20220728,    9,   80,   50
  235,20220728,   10,   80,   50
  235,20220728,   11,   60,   50
  235,20220728,   12,   60,   50
  235,20220728,   13,   60,   50
  235,20220728,   14,   60,   60
  235,20220728,   15,   50,   60
  235,20220728,   16,   50,   70
  235,20220728,   17,   50,   80
  235,20220728,   18,   50,   70
  235,20220728,   19,   50,   80
  235,20220728,   20,   50,   80
  235,20220728,   21,   60,   80
  235,20220728,   22,   70,   80
  235,20220728,   23,   70,   70
  235,20220728,   24,   70,   70
  235,20220729,    1,   70,   60
  235,20220729,    2,   60,   60
  235,20220729,    3,   60,   70
  235,20220729,    4,   50,   70
  235,20220729,    5,   50,   80
  235,20220729,    6,   60,   80
  235,20220729,    7,   60,   80
  235,20220729,    8,   50,   70
  235,20220729,    9,   50,   70
  235,20220729,   10,   50,   60
  235,20220729,   11,   40,   70
  235,20220729,   12,   40,   70
  235,20220729,   13,   40,   60
  235,20220729,   14,   20,   60
  235,20220729,   15,   30,   50
  235,20220729,   16,   30,   40
  235,20220729,   17,   10,   40
  235,20220729,   18,   10,   40
  235,20220729,   19,  350,   40
  235,20220729,   20,  360,   30
  235,20220729,   21,  350,   30
  235,20220729,   22,   10,   30
  235,20220729,   23,  310,   20
  235,20220729,   24,  300,   10
  235,20220730,    1,  330,   10
  235,20220730,    2,  320,   20
  235,20220730,    3,  310,   20
  235,20220730,    4,  300,   20
  235,20220730,    5,  300,   20
  235,20220730,    6,  300,   30
  235,20220730,    7,  310,   40
  235,20220730,    8,  320,   30
  235,20220730,    9,  260,   30
  235,20220730,   10,  260,   30
  235,20220730,   11,  250,   30
  235,20220730,   12,  250,   40
  235,20220730,   13,  250,   40
  235,20220730,   14,  230,   50
  235,20220730,   15,  230,   50
  235,20220730,   16,  240,   50
  235,20220730,   17,  220,   40
  235,20220730,   18,  200,   30
  235,20220730,   19,  170,   30
  235,20220730,   20,  170,   30
  235,20220730,   21,  170,   30
  235,20220730,   22,  190,   30
  235,20220730,   23,  170,   20
  235,20220730,   24,  200,   30
  235,20220731,    1,  200,   30
  235,20220731,    2,  200,   30
  235,20220731,    3,  190,   30
  235,20220731,    4,  200,   30
  235,20220731,    5,  220,   40
  235,20220731,    6,  220,   40
  235,20220731,    7,  210,   40
  235,20220731,    8,  220,   50
  235,20220731,    9,  230,   40
  235,20220731,   10,  230,   60
  235,20220731,   11,  250,   70
  235,20220731,   12,  240,   70
  235,20220731,   13,  240,   80
  235,20220731,   14,  240,   80
  235,20220731,   15,  240,   80
  235,20220731,   16,  240,   80
  235,20220731,   17,  270,   80
  235,20220731,   18,  280,   70
  235,20220731,   19,  290,   50
  235,20220731,   20,  300,   40
  235,20220731,   21,  310,   30
  235,20220731,   22,  320,   40
  235,20220731,   23,  310,   30
  235,20220731,   24,  350,   30
  235,20220801,    1,  360,   30
  235,20220801,    2,   10,   30
  235,20220801,    3,  360,   40
  235,20220801,    4,  360,   40
  235,20220801,    5,  360,   30
  235,20220801,    6,   10,   30
  235,20220801,    7,   10,   40
  235,20220801,    8,   20,   40
  235,20220801,    9,   40,   40
  235,20220801,   10,   50,   40
  235,20220801,   11,   50,   40
  235,20220801,   12,   60,   40
  235,20220801,   13,   70,   30
  235,20220801,   14,   60,   30
  235,20220801,   15,   40,   30
  235,20220801,   16,   60,   30
  235,20220801,   17,   60,   30
  235,20220801,   18,   60,   20
  235,20220801,   19,   80,   20
  235,20220801,   20,  150,   20
  235,20220801,   21,  140,   30
  235,20220801,   22,  130,   30
  235,20220801,   23,  140,   40
  235,20220801,   24,  150,   40
  235,20220802,    1,  140,   40
  235,20220802,    2,  150,   40
  235,20220802,    3,  160,   40
  235,20220802,    4,  160,   40
  235,20220802,    5,  180,   50
  235,20220802,    6,  180,   50
  235,20220802,    7,  180,   70
  235,20220802,    8,  190,   70
  235,20220802,    9,  210,   80
  235,20220802,   10,  210,  100
  235,20220802,   11,  210,   90
  235,20220802,   12,  220,   80
  235,20220802,   13,  220,   90
  235,20220802,   14,  220,   90
  235,20220802,   15,  220,   90
  235,20220802,   16,  220,   80
  235,20220802,   17,  220,   80
  235,20220802,   18,  210,   80
  235,20220802,   19,  210,   70
  235,20220802,   20,  210,   60
  235,20220802,   21,  210,   60
  235,20220802,   22,  210,   60
  235,20220802,   23,  210,   50
  235,20220802,   24,  210,   50
  235,20220803,    1,  210,   50
  235,20220803,    2,  220,   50
  235,20220803,    3,  220,   50
  235,20220803,    4,  200,   40
  235,20220803,    5,  210,   50
  235,20220803,    6,  220,   50
  235,20220803,    7,  220,   60
  235,20220803,    8,  230,   70
  235,20220803,    9,  220,   70
  235,20220803,   10,  220,   70
  235,20220803,   11,  220,   70
  235,20220803,   12,  220,   70
  235,20220803,   13,  210,   70
  235,20220803,   14,  220,   70
  235,20220803,   15,  230,   70
  235,20220803,   16,  230,   60
  235,20220803,   17,  210,   50
  235,20220803,   18,  190,   40
  235,20220803,   19,  230,   30
  235,20220803,   20,  170,   20
  235,20220803,   21,  180,   20
  235,20220803,   22,  180,   30
  235,20220803,   23,  180,   20
  235,20220803,   24,  180,   20
  235,20220804,    1,  200,   20
  235,20220804,    2,  180,   20
  235,20220804,    3,  180,   20
  235,20220804,    4,  220,   20
  235,20220804,    5,  250,   20
  235,20220804,    6,  260,   20
  235,20220804,    7,  270,   30
